name,npts,centro e raio implementado,resÃ­duo,sol
sphere3D_1.7_15.3_78.8_31.0_0.csv,909,"[1.7, 15.3, 78.8, 31.0]",3.3875498957956205e6,"[1.6385221143001432, 15.242271388854448, 78.91067873610326, 30.99313063096464]"
sphere3D_11.0_-18.4_61.3_75.0_0.csv,658,"[11.0, -18.4, 61.3, 75.0]",1.5508144744161222e7,"[11.014395222692649, -17.847586485469286, 60.861680987276216, 75.09199562126439]"
sphere3D_12.4_-91.8_77.4_69.0_0.csv,210,"[12.4, -91.8, 77.4, 69.0]",3.7908003548976234e6,"[12.611576170951603, -92.18537866160057, 77.85568232242811, 68.97844665984543]"
sphere3D_13.8_-48.3_-66.0_77.0_0.csv,531,"[13.8, -48.3, -66.0, 77.0]",1.2407192965962324e7,"[13.671849007576592, -48.295324963982154, -66.22328697235805, 76.87743361895537]"
sphere3D_15.7_-16.5_-61.9_121.0_0.csv,384,"[15.7, -16.5, -61.9, 121.0]",2.3394080576054435e7,"[15.62506977627792, -16.564697330389706, -61.84666521723737, 121.09503430080869]"
sphere3D_19.5_-85.6_-71.8_135.0_0.csv,326,"[19.5, -85.6, -71.8, 135.0]",2.3690893035665944e7,"[19.515263462211923, -85.528917827865, -71.88161911190862, 135.0823572478153]"
sphere3D_20.1_86.8_-33.3_77.0_0.csv,642,"[20.1, 86.8, -33.3, 77.0]",1.5517180736051101e7,"[20.029263339238554, 87.44657370599819, -33.59696374150359, 76.98379469418832]"
sphere3D_21.1_74.3_67.8_19.0_0.csv,819,"[21.1, 74.3, 67.8, 19.0]",1.1250004885153952e6,"[21.026673577190017, 74.16993963479008, 67.92309736459487, 19.121947899560816]"
sphere3D_21.1_95.5_-23.7_126.0_0.csv,501,"[21.1, 95.5, -23.7, 126.0]",3.34029072220603e7,"[21.246925839353025, 95.13565651741274, -23.47477912778751, 126.12199405983748]"
sphere3D_21.3_68.4_81.7_87.0_0.csv,749,"[21.3, 68.4, 81.7, 87.0]",2.1365526483656034e7,"[21.304314312866236, 68.40758484365264, 81.79736824030037, 86.97682707811008]"
sphere3D_22.9_-1.2_4.2_25.0_0.csv,550,"[22.9, -1.2, 4.2, 25.0]",2.844185548959797e6,"[20.97818369572906, -0.6626057614027647, 3.664501477612165, 25.371693594889845]"
sphere3D_24.2_-97.7_43.6_123.0_0.csv,270,"[24.2, -97.7, 43.6, 123.0]",1.7569667122686215e7,"[24.04583041659363, -97.25989218352979, 43.353683042469136, 123.10812864688891]"
sphere3D_25.5_3.6_5.9_128.0_0.csv,861,"[25.5, 3.6, 5.9, 128.0]",5.695603277026971e7,"[25.493784353739308, 3.4783027331976264, 5.997179928749706, 128.09413553281507]"
sphere3D_25.7_-18.1_99.7_142.0_0.csv,943,"[25.7, -18.1, 99.7, 142.0]",7.42276370479802e7,"[25.829540967850406, -18.153731176569448, 99.72135979724213, 142.01725399753064]"
sphere3D_26.0_-3.4_94.0_98.0_0.csv,207,"[26.0, -3.4, 94.0, 98.0]",1.27509653187065e8,"[25.788691537719668, 3.9194792619430747, 87.11017631701544, 100.30470355648846]"
sphere3D_26.5_74.7_-93.7_71.0_0.csv,592,"[26.5, 74.7, -93.7, 71.0]",1.1553278362982562e7,"[26.615316770849503, 75.01392534637831, -93.80069776017257, 71.10612487528753]"
sphere3D_26.8_-27.7_-74.7_125.0_0.csv,703,"[26.8, -27.7, -74.7, 125.0]",4.318957274027967e7,"[26.636838191671295, -27.7131477716506, -74.64426337778843, 125.05047968075877]"
sphere3D_27.2_2.8_96.7_135.0_0.csv,657,"[27.2, 2.8, 96.7, 135.0]",5.251507049023883e7,"[27.313797840742353, 2.943801462724052, 96.63045930934827, 135.06702762052066]"
sphere3D_29.2_-90.0_-66.6_16.0_0.csv,802,"[29.2, -90.0, -66.6, 16.0]",829384.3281724687,"[29.223724674131986, -90.11200142241383, -66.5396560032577, 16.08035255398042]"
sphere3D_3.0_45.9_52.6_107.0_0.csv,568,"[3.0, 45.9, 52.6, 107.0]",2.7275691976937536e7,"[2.873255885803873, 45.72588914954634, 52.820085223669125, 107.01816836424211]"
sphere3D_3.6_-72.9_1.5_106.0_0.csv,424,"[3.6, -72.9, 1.5, 106.0]",1.9071195194537707e7,"[3.567888512433687, -72.75553497756187, 1.5084030128399015, 106.06713728773502]"
sphere3D_31.7_79.8_-76.9_106.0_0.csv,291,"[31.7, 79.8, -76.9, 106.0]",1.601172859494132e7,"[31.56251658197989, 80.79609017072382, -77.53292228009403, 105.93212943360358]"
sphere3D_34.4_75.6_48.2_116.0_0.csv,473,"[34.4, 75.6, 48.2, 116.0]",2.5891847972891722e7,"[34.57600310140411, 75.4645705423576, 48.224198199070166, 116.14477916488889]"
sphere3D_36.7_-5.2_67.4_102.0_0.csv,634,"[36.7, -5.2, 67.4, 102.0]",2.5919654627813492e7,"[36.53477227514765, -5.144371652234683, 67.3091404546604, 102.01027634691764]"
sphere3D_36.9_-43.5_-98.1_143.0_0.csv,730,"[36.9, -43.5, -98.1, 143.0]",6.2255441004034504e7,"[36.94677193496906, -43.4167462357439, -98.07380665983939, 143.08790646672895]"
sphere3D_38.2_81.6_-50.1_143.0_0.csv,830,"[38.2, 81.6, -50.1, 143.0]",6.4762147275205225e7,"[38.11286705715048, 81.32762396225532, -50.0713196998222, 142.9839356306455]"
sphere3D_38.6_-46.1_56.1_68.0_0.csv,493,"[38.6, -46.1, 56.1, 68.0]",9.646619210785149e6,"[38.71646827087464, -46.65692251325865, 56.434653567830644, 67.98183390704325]"
sphere3D_39.3_-11.3_49.3_99.0_0.csv,297,"[39.3, -11.3, 49.3, 99.0]",1.0767495945768945e7,"[39.273476976992285, -11.271338009489163, 49.17068918054117, 99.04096877759382]"
sphere3D_39.4_15.0_-72.7_127.0_0.csv,40,"[39.4, 15.0, -72.7, 127.0]",2.1825195452799005e6,"[39.575527995397515, 14.077520807577846, -71.93167610030706, 127.25249453165621]"
sphere3D_4.6_-57.1_86.2_6.0_0.csv,603,"[4.6, -57.1, 86.2, 6.0]",91194.97580598551,"[4.36516108708768, -57.12514457094093, 86.29839828469605, 6.1955525949412396]"
sphere3D_4.8_-1.5_-32.7_42.0_0.csv,300,"[4.8, -1.5, -32.7, 42.0]",2.142160375827285e6,"[4.8006947161539975, -1.971183151215581, -32.203593719057906, 42.104041121198364]"
sphere3D_40.5_7.3_-14.1_13.0_0.csv,962,"[40.5, 7.3, -14.1, 13.0]",647800.6915941233,"[40.706663520303955, 7.429274561579134, -14.188658775152986, 13.117349534715427]"
sphere3D_40.8_66.5_65.2_146.0_0.csv,374,"[40.8, 66.5, 65.2, 146.0]",2.7549282079304796e7,"[40.91191181252408, 66.4533039307236, 65.09621756420344, 145.89528452491007]"
sphere3D_42.1_21.9_52.5_71.0_0.csv,101,"[42.1, 21.9, 52.5, 71.0]",3.676823728585123e7,"[37.25778749017843, 22.91960346906406, 48.30743415272276, 72.70409389210367]"
sphere3D_42.9_4.0_22.0_71.0_0.csv,40,"[42.9, 4.0, 22.0, 71.0]",629512.7545414389,"[42.852412577518336, 3.2643440760689586, 22.443639441551902, 71.2062171153495]"
sphere3D_45.4_-92.8_-46.0_38.0_0.csv,302,"[45.4, -92.8, -46.0, 38.0]",1.6751171758536445e6,"[45.46212392876549, -92.8714791903181, -45.963396683005016, 37.97870915138721]"
sphere3D_47.1_-95.8_64.5_71.0_0.csv,527,"[47.1, -95.8, 64.5, 71.0]",9.896729646891853e6,"[46.92377530045115, -96.03545098005746, 64.7031897967923, 70.93945205174573]"
sphere3D_48.0_-54.3_-37.1_99.0_0.csv,274,"[48.0, -54.3, -37.1, 99.0]",1.0822952782820215e7,"[48.05345577733669, -53.93933081000069, -37.30348049725755, 99.06599737458271]"
sphere3D_5.1_-55.0_18.4_109.0_0.csv,601,"[5.1, -55.0, 18.4, 109.0]",2.8357548706812523e7,"[5.229643503960961, -54.94983367613511, 18.371104135475782, 109.00460340318847]"
sphere3D_50.5_52.3_91.6_78.0_0.csv,542,"[50.5, 52.3, 91.6, 78.0]",1.3489429122412764e7,"[50.614038585182755, 52.393587924973765, 91.53189115168828, 78.00820978730128]"
sphere3D_51.0_85.2_17.8_108.0_0.csv,574,"[51.0, 85.2, 17.8, 108.0]",2.49762437586847e7,"[50.99707582645607, 84.59809575963818, 18.15319501101896, 108.16536514250107]"
sphere3D_51.5_17.5_62.3_108.0_0.csv,199,"[51.5, 17.5, 62.3, 108.0]",8.146558392010572e6,"[51.5617632296346, 17.452511375787417, 62.30916968173777, 108.12300222912941]"
sphere3D_55.9_-30.0_-87.6_9.0_0.csv,286,"[55.9, -30.0, -87.6, 9.0]",89127.281613627,"[55.99387791276862, -30.089352028495252, -87.57425247711986, 9.134953968842245]"
sphere3D_56.1_-65.2_38.4_19.0_0.csv,358,"[56.1, -65.2, 38.4, 19.0]",514503.8718306854,"[56.01703891264311, -65.3964858633032, 38.42493782746299, 19.024020772635303]"
sphere3D_57.0_48.2_-63.1_33.0_0.csv,677,"[57.0, 48.2, -63.1, 33.0]",3.0388920547477277e6,"[57.103999622768775, 48.283219189233535, -63.252446269991175, 33.07167800490199]"
sphere3D_57.1_-33.7_48.1_117.0_0.csv,206,"[57.1, -33.7, 48.1, 117.0]",1.0901689715873726e7,"[56.76067531776487, -33.52454195733791, 47.994137481852654, 117.06930516509416]"
sphere3D_57.6_5.5_-37.3_12.0_0.csv,333,"[57.6, 5.5, -37.3, 12.0]",190392.85738142408,"[57.79480238626259, 5.692432340864356, -37.45383964266549, 12.202985954310819]"
sphere3D_59.2_-57.3_1.3_106.0_0.csv,475,"[59.2, -57.3, 1.3, 106.0]",2.1090698702811677e7,"[59.08900808172348, -56.9681403215302, 1.231282256252739, 105.98139458161178]"
sphere3D_59.4_15.3_6.5_13.0_0.csv,922,"[59.4, 15.3, 6.5, 13.0]",592658.0409326624,"[59.47736521892558, 15.483997276344715, 6.394913194089634, 13.117921834114311]"
sphere3D_6.1_-42.2_67.0_9.0_0.csv,85,"[6.1, -42.2, 67.0, 9.0]",22521.58697219833,"[5.493294287820632, -42.51609332993605, 67.40592095721962, 8.999580504106712]"
sphere3D_6.2_-67.3_66.7_25.0_0.csv,453,"[6.2, -67.3, 66.7, 25.0]",1.2478925956535584e6,"[6.3257901550525455, -67.5664060303429, 66.87009001746452, 25.028561915084776]"
sphere3D_6.7_-97.6_44.6_38.0_0.csv,788,"[6.7, -97.6, 44.6, 38.0]",4.513871521408192e6,"[6.767410929860989, -97.91280553214558, 44.75960721145705, 38.01836912401632]"
sphere3D_61.7_-90.2_-68.9_109.0_0.csv,584,"[61.7, -90.2, -68.9, 109.0]",2.9149795621895008e7,"[61.756110419016245, -90.2216685356408, -68.93266854920708, 109.01168195055267]"
sphere3D_61.8_-57.6_77.0_148.0_0.csv,685,"[61.8, -57.6, 77.0, 148.0]",5.975388750878489e7,"[61.778768321116864, -57.47961699464448, 76.90502585634971, 148.04870212882506]"
sphere3D_62.0_-75.1_31.6_20.0_0.csv,827,"[62.0, -75.1, 31.6, 20.0]",1.2188061290050608e6,"[61.941939912384186, -75.35908028885066, 31.800867826422405, 20.04688447037412]"
sphere3D_63.6_-50.0_-42.3_136.0_0.csv,394,"[63.6, -50.0, -42.3, 136.0]",3.0209331518436152e7,"[63.499730218113456, -50.00116550613071, -42.252600181059975, 135.96277729370627]"
sphere3D_64.4_-81.0_17.4_106.0_0.csv,529,"[64.4, -81.0, 17.4, 106.0]",1.362604841420128e8,"[62.86987140541521, -75.54543952782423, 14.403642333691938, 106.68954310779532]"
sphere3D_64.4_77.3_35.4_25.0_0.csv,330,"[64.4, 77.3, 35.4, 25.0]",902109.9211270385,"[64.42761541584035, 77.64600761585534, 35.22838982172987, 25.121870534904687]"
sphere3D_65.2_92.7_37.4_122.0_0.csv,838,"[65.2, 92.7, 37.4, 122.0]",9.120987410658771e7,"[64.5634125876266, 90.83557201984362, 38.038377958996314, 122.25897122932939]"
sphere3D_65.6_-57.2_83.0_128.0_0.csv,404,"[65.6, -57.2, 83.0, 128.0]",3.0443486765508734e7,"[65.66718083600075, -56.32450130757726, 82.31196753658938, 128.21953423139476]"
sphere3D_65.6_52.5_-78.2_150.0_0.csv,819,"[65.6, 52.5, -78.2, 150.0]",7.668780660417508e7,"[65.55056719173298, 52.460710650703724, -78.13803721963866, 150.00848325551092]"
sphere3D_66.7_78.7_-1.8_144.0_0.csv,33,"[66.7, 78.7, -1.8, 144.0]",2.0433657713176934e6,"[66.90560190214993, 78.069606808896, -1.494725886216587, 144.0567684176087]"
sphere3D_67.7_-57.7_88.8_105.0_0.csv,743,"[67.7, -57.7, 88.8, 105.0]",3.008085248490059e7,"[67.85084911476977, -58.141702407916625, 89.1126589302518, 104.9541180136559]"
sphere3D_67.9_29.4_37.1_66.0_0.csv,96,"[67.9, 29.4, 37.1, 66.0]",1.6043356081705086e6,"[68.05192145897588, 29.15927354469493, 37.216649738915876, 65.96535404651242]"
sphere3D_69.3_63.2_44.6_10.0_0.csv,136,"[69.3, 63.2, 44.6, 10.0]",52907.459483163235,"[69.23472483224998, 62.66043640030864, 45.00857766908846, 10.152476764871768]"
sphere3D_69.7_-2.2_-21.2_16.0_0.csv,675,"[69.7, -2.2, -21.2, 16.0]",671606.9402579891,"[69.77896536806429, -2.3042459309894996, -21.1512753386704, 16.125656234682705]"
sphere3D_70.4_-98.9_69.1_87.0_0.csv,966,"[70.4, -98.9, 69.1, 87.0]",2.8417343687440366e7,"[70.46168055419922, -99.05882012248857, 69.20650425498397, 86.99163697847277]"
sphere3D_70.9_-38.1_-8.2_25.0_0.csv,934,"[70.9, -38.1, -8.2, 25.0]",2.363994639148537e6,"[70.94539684440137, -38.0924378921459, -8.239402894178443, 25.009077972854197]"
sphere3D_73.1_-73.1_-50.8_8.0_0.csv,100,"[73.1, -73.1, -50.8, 8.0]",20012.446126573377,"[73.13647232111002, -72.98067745042374, -50.76701605556447, 8.136778183007134]"
sphere3D_73.5_32.4_-51.1_32.0_0.csv,287,"[73.5, 32.4, -51.1, 32.0]",1.1977349706831272e6,"[73.57095329163168, 32.30389594262293, -51.086625216259364, 32.06659129237806]"
sphere3D_73.9_-16.4_-67.7_59.0_0.csv,288,"[73.9, -16.4, -67.7, 59.0]",4.565752194981882e6,"[74.15950017417806, -16.388257376922187, -67.79555904761638, 59.0879853083583]"
sphere3D_75.4_-51.0_74.7_59.0_0.csv,188,"[75.4, -51.0, 74.7, 59.0]",2.340183061894403e6,"[75.4399088439489, -51.10824651192478, 74.7980728732517, 59.057966548144634]"
sphere3D_75.6_18.6_-8.8_115.0_0.csv,945,"[75.6, 18.6, -8.8, 115.0]",5.133568262698181e7,"[75.57131914388864, 18.37851352128078, -8.774062995799426, 115.02333866259644]"
sphere3D_77.1_15.0_43.6_27.0_0.csv,188,"[77.1, 15.0, 43.6, 27.0]",642238.155856764,"[77.11066913080933, 14.952221058932574, 43.565271149269954, 27.072463753965163]"
sphere3D_77.3_99.5_8.3_142.0_0.csv,128,"[77.3, 99.5, 8.3, 142.0]",1.128393298040455e7,"[76.9664848672861, 99.11226114229133, 8.31175850877031, 141.9907465964998]"
sphere3D_77.4_35.5_66.5_50.0_0.csv,459,"[77.4, 35.5, 66.5, 50.0]",4.428523606221582e6,"[77.39792883260111, 35.46124205267191, 66.58357590080537, 49.99221749272219]"
sphere3D_78.2_-74.2_89.3_135.0_0.csv,926,"[78.2, -74.2, 89.3, 135.0]",8.553765905882609e7,"[78.4774729888011, -75.54571614683381, 90.28341520591644, 134.78552901517145]"
sphere3D_78.4_75.4_-13.5_13.0_0.csv,145,"[78.4, 75.4, -13.5, 13.0]",95289.86335911445,"[78.29089557896012, 75.66085330910484, -13.694748729311883, 13.0126962599058]"
sphere3D_78.7_32.8_22.9_17.0_0.csv,954,"[78.7, 32.8, 22.9, 17.0]",1.0702208923176643e6,"[78.76781245361377, 33.02873913834581, 22.813199607520428, 17.134062261757776]"
sphere3D_78.7_95.0_91.0_6.0_0.csv,799,"[78.7, 95.0, 91.0, 6.0]",119245.78559068938,"[78.52586601460597, 95.11398092650593, 90.98803948360649, 6.211108989859896]"
sphere3D_78.8_94.8_68.0_84.0_0.csv,90,"[78.8, 94.8, 68.0, 84.0]",1.8568829346240691e6,"[79.06740901814658, 95.17088505427724, 67.8664875331362, 84.0414621877777]"
sphere3D_8.4_71.8_-90.1_13.0_0.csv,688,"[8.4, 71.8, -90.1, 13.0]",433595.7039328254,"[8.379658191383479, 72.00572924293921, -90.21090803842445, 13.133768487023467]"
sphere3D_81.5_-18.6_92.1_64.0_0.csv,985,"[81.5, -18.6, 92.1, 64.0]",1.5664055919581955e7,"[81.45674417506592, -18.770388517407117, 92.23142013880549, 63.96538503014372]"
sphere3D_81.7_47.0_-75.5_148.0_0.csv,181,"[81.7, 47.0, -75.5, 148.0]",1.574266705747793e7,"[81.70056734236213, 46.511808765117664, -75.20615627705797, 148.01992181132985]"
sphere3D_82.1_24.3_45.2_133.0_0.csv,902,"[82.1, 24.3, 45.2, 133.0]",6.529987778844256e7,"[81.95954442639207, 24.3164489447207, 45.19349814057197, 133.05313611072123]"
sphere3D_83.1_95.4_-60.8_115.0_0.csv,722,"[83.1, 95.4, -60.8, 115.0]",4.000011444229999e7,"[83.16698854460276, 95.83407992425096, -60.97634566398507, 115.03702537627662]"
sphere3D_84.4_18.1_35.6_123.0_0.csv,638,"[84.4, 18.1, 35.6, 123.0]",3.941653818843684e7,"[84.18086357417222, 18.029141602274464, 35.5208807665651, 123.04830634707754]"
sphere3D_85.2_32.2_8.0_101.0_0.csv,132,"[85.2, 32.2, 8.0, 101.0]",4.813079679355013e6,"[84.58811560845552, 32.088845813074855, 8.023732808476106, 100.90371199339349]"
sphere3D_86.9_-24.1_-96.4_41.0_0.csv,68,"[86.9, -24.1, -96.4, 41.0]",303273.75392779574,"[86.78410899052237, -23.97122412721749, -96.39607234160967, 41.005056020719174]"
sphere3D_87.6_-19.0_5.6_8.0_0.csv,792,"[87.6, -19.0, 5.6, 8.0]",193076.56280163617,"[87.520675071623, -18.993380619203887, 5.66796927523035, 8.162022201298715]"
sphere3D_89.3_-72.2_25.5_97.0_0.csv,181,"[89.3, -72.2, 25.5, 97.0]",7.346309698056987e6,"[89.41749627914157, -72.57342721746153, 25.76102095304884, 96.97291183454965]"
sphere3D_90.0_91.0_54.2_54.0_0.csv,998,"[90.0, 91.0, 54.2, 54.0]",1.1222576715159891e7,"[90.16844268017756, 91.08294174698142, 54.13289659704509, 54.08131700265079]"
sphere3D_90.7_59.5_43.7_139.0_0.csv,921,"[90.7, 59.5, 43.7, 139.0]",7.371541631250653e7,"[90.52813762139134, 59.30052740808882, 43.79459197295904, 138.97888970378008]"
sphere3D_92.3_-69.6_81.5_130.0_0.csv,721,"[92.3, -69.6, 81.5, 130.0]",5.135203292940281e7,"[92.50736343297838, -70.3189846805253, 81.97572252705538, 129.93759591883267]"
sphere3D_92.4_80.1_84.3_111.0_0.csv,851,"[92.4, 80.1, 84.3, 111.0]",4.2255325931682274e7,"[92.39482924635718, 80.36345858834304, 84.16571257682925, 111.00258178931024]"
sphere3D_93.6_-89.7_-90.0_58.0_0.csv,996,"[93.6, -89.7, -90.0, 58.0]",1.3551706316984389e7,"[93.66111362143508, -89.73481743844658, -90.00766736475275, 58.028244517481305]"
sphere3D_93.8_82.0_-39.2_127.0_0.csv,962,"[93.8, 82.0, -39.2, 127.0]",9.751945411678639e7,"[94.51332790288171, 83.86034455609784, -40.256199056763116, 126.9041903815087]"
sphere3D_95.5_66.4_-60.7_42.0_0.csv,948,"[95.5, 66.4, -60.7, 42.0]",7.181202327255223e6,"[95.55582675619198, 66.51787746099714, -60.79202256531024, 42.08246307178789]"
sphere3D_96.0_-93.5_-36.3_49.0_0.csv,620,"[96.0, -93.5, -36.3, 49.0]",5.8123635307699265e6,"[96.14507528336793, -93.4456297687772, -36.3450289635312, 49.03496322545103]"
sphere3D_97.2_65.4_-94.5_27.0_0.csv,609,"[97.2, 65.4, -94.5, 27.0]",1.7461971460727486e6,"[97.10542160744524, 65.40919065163686, -94.6015018455738, 27.039340818626282]"
sphere3D_97.8_-91.8_65.0_106.0_0.csv,575,"[97.8, -91.8, 65.0, 106.0]",2.5607609976904776e7,"[97.88213683198708, -91.99394667438004, 65.14044550006021, 106.03186806394551]"
sphere3D_98.4_-48.4_23.0_145.0_0.csv,353,"[98.4, -48.4, 23.0, 145.0]",3.405901647211565e7,"[98.4533921673333, -48.28498996181431, 22.809502727407224, 145.08881382456917]"
