1,2,3
sphere3D_-0.5_92.2_95.4_74.0_0.csv,296,1.473372429107666e6
sphere3D_-10.4_-92.6_-52.2_80.0_0.csv,981,6.281758803771973e6
sphere3D_-11.8_-75.7_66.2_93.0_0.csv,394,3.2313239356689453e6
sphere3D_-14.5_-42.7_87.6_135.0_0.csv,670,1.2395753974884033e7
sphere3D_-15.4_-38.1_56.2_129.0_0.csv,274,4.0334506192703247e6
sphere3D_-16.6_87.8_20.3_18.0_0.csv,652,224301.23364830017
sphere3D_-17.2_-58.0_-56.2_147.0_0.csv,128,2.3827256375961304e6
sphere3D_-19.7_-89.8_-62.6_64.0_0.csv,198,766688.7222938538
sphere3D_-20.0_36.3_58.5_132.0_0.csv,623,1.0485049488388062e7
sphere3D_-21.7_-24.9_-70.8_119.0_0.csv,97,1.290043008424759e6
sphere3D_-23.9_-76.3_2.6_32.0_0.csv,50,43522.89873111248
sphere3D_-24.1_-6.4_-18.3_68.0_0.csv,504,2.606119315621376e6
sphere3D_-26.6_-60.5_-75.3_27.0_0.csv,471,345892.730594635
sphere3D_-27.0_5.7_-31.5_43.0_0.csv,496,894164.4556207657
sphere3D_-27.5_-38.7_97.6_110.0_0.csv,74,686807.5323677063
sphere3D_-29.3_-7.9_-7.7_57.0_0.csv,618,1.8232200839834213e6
sphere3D_-31.7_-57.1_-78.8_90.0_0.csv,572,4.637550443496704e6
sphere3D_-32.0_88.6_-73.2_149.0_0.csv,564,1.2425107100585938e7
sphere3D_-32.8_-12.0_95.9_21.0_0.csv,983,456368.4599914551
sphere3D_-33.8_-90.6_-69.2_39.0_0.csv,598,967081.6647567749
sphere3D_-34.5_-37.6_93.5_23.0_0.csv,305,154199.7988128662
sphere3D_-34.7_-27.7_52.9_37.0_0.csv,952,1.3200922490234375e6
sphere3D_-35.3_-92.4_-81.0_52.0_0.csv,138,329690.4903564453
sphere3D_-37.5_1.7_0.4_135.0_0.csv,176,2.972878984970093e6
sphere3D_-38.5_50.2_-32.5_88.0_0.csv,224,1.3431258017749786e6
sphere3D_-39.5_64.7_-20.9_55.0_0.csv,431,1.3852546704788208e6
sphere3D_-39.9_-91.8_15.7_83.0_0.csv,343,2.189489704936981e6
sphere3D_-4.0_-88.3_36.3_56.0_0.csv,196,670972.865781784
sphere3D_-40.1_-6.9_37.7_8.0_0.csv,834,56303.59852027893
sphere3D_-41.6_-61.5_-17.7_86.0_0.csv,548,4.0456854344787598e6
sphere3D_-42.5_-76.2_36.2_125.0_0.csv,35,358450.14772224426
sphere3D_-42.5_-98.0_42.8_91.0_0.csv,514,4.214019399215698e6
sphere3D_-42.8_-34.4_-20.5_16.0_0.csv,743,218150.69747114182
sphere3D_-42.8_-96.0_12.3_86.0_0.csv,980,8.005911008407593e6
sphere3D_-42.8_2.6_-49.1_110.0_0.csv,370,4.735383245109558e6
sphere3D_-43.4_58.1_47.2_132.0_0.csv,429,7.243480530441284e6
sphere3D_-43.6_52.0_8.9_117.0_0.csv,35,545046.8228635788
sphere3D_-46.2_73.9_68.3_131.0_0.csv,14,215487.76361846924
sphere3D_-46.5_44.8_-35.8_11.0_0.csv,717,85677.07999706268
sphere3D_-47.0_-60.2_99.1_108.0_0.csv,784,9.793091570495605e6
sphere3D_-47.2_62.6_46.2_127.0_0.csv,790,1.2671284710144043e7
sphere3D_-47.6_-32.1_89.1_93.0_0.csv,238,2.1622582177581787e6
sphere3D_-48.8_14.7_5.4_62.0_0.csv,305,1.3117302176885605e6
sphere3D_-5.5_68.2_46.7_100.0_0.csv,79,806437.2014465332
sphere3D_-50.3_-36.7_61.7_83.0_0.csv,504,3.570246482521057e6
sphere3D_-51.1_-13.6_-4.9_14.0_0.csv,790,156902.5049419403
sphere3D_-51.1_-88.9_13.2_56.0_0.csv,292,846476.2445831299
sphere3D_-51.6_-50.7_47.6_23.0_0.csv,628,321608.03269195557
sphere3D_-52.9_2.5_61.6_26.0_0.csv,166,117079.91978549957
sphere3D_-53.0_-17.6_62.9_45.0_0.csv,292,644165.9195785522
sphere3D_-53.2_76.2_43.1_12.0_0.csv,869,128424.47413253784
sphere3D_-56.9_98.3_-43.6_146.0_0.csv,403,9.332030190551758e6
sphere3D_-57.3_-58.2_-72.4_108.0_0.csv,588,6.693441338012695e6
sphere3D_-57.3_71.3_19.5_43.0_0.csv,526,1.0200351929702759e6
sphere3D_-57.4_-23.2_7.8_26.0_0.csv,790,527759.794095993
sphere3D_-57.9_-51.2_18.7_120.0_0.csv,240,3.6085250907058716e6
sphere3D_-58.5_-74.9_44.0_16.0_0.csv,548,138542.71236801147
sphere3D_-58.9_-54.1_0.2_111.0_0.csv,494,5.980993014816284e6
sphere3D_-59.7_-7.7_7.3_29.0_0.csv,737,619379.39914608
sphere3D_-59.9_-27.4_-8.9_5.0_0.csv,719,17721.44136095047
sphere3D_-60.8_-99.3_76.8_98.0_0.csv,54,539823.3213233948
sphere3D_-60.9_-36.9_41.5_82.0_0.csv,185,1.125263572889328e6
sphere3D_-62.9_3.6_28.5_91.0_0.csv,871,7.559523784446716e6
sphere3D_-64.1_-88.1_-28.5_89.0_0.csv,567,4.238341236099243e6
sphere3D_-64.1_10.2_-3.7_142.0_0.csv,975,1.998461780429077e7
sphere3D_-65.0_-41.6_89.4_22.0_0.csv,522,257593.81493377686
sphere3D_-68.0_-50.9_-67.6_115.0_0.csv,14,143687.74403762817
sphere3D_-68.6_-8.5_-84.0_129.0_0.csv,696,1.1268891285217285e7
sphere3D_-7.9_23.3_23.3_49.0_0.csv,959,2.128782074426651e6
sphere3D_-70.5_-29.7_1.8_38.0_0.csv,237,312869.5297050476
sphere3D_-71.4_85.1_-80.6_103.0_0.csv,178,1.5032453589324951e6
sphere3D_-75.9_-13.1_31.6_95.0_0.csv,200,2.0671790729370117e6
sphere3D_-75.9_-30.5_-44.4_78.0_0.csv,537,3.3070947275924683e6
sphere3D_-76.5_-18.8_-25.7_139.0_0.csv,329,6.8632408361206055e6
sphere3D_-77.0_-70.7_-81.9_65.0_0.csv,533,2.1495019795074463e6
sphere3D_-77.2_7.9_-51.4_97.0_0.csv,272,2.622762570137024e6
sphere3D_-78.1_77.0_-32.1_121.0_0.csv,904,1.2664734940429688e7
sphere3D_-78.7_-44.7_59.2_143.0_0.csv,980,2.0301262816589355e7
sphere3D_-80.7_83.6_51.3_123.0_0.csv,500,7.764614239105225e6
sphere3D_-82.5_21.5_-95.5_41.0_0.csv,310,508412.13006591797
sphere3D_-84.0_30.4_-72.2_36.0_0.csv,495,679672.1926765442
sphere3D_-85.2_83.7_36.1_74.0_0.csv,453,2.573116541290283e6
sphere3D_-86.1_96.0_16.3_98.0_0.csv,808,7.334475427825928e6
sphere3D_-86.2_-55.2_-60.1_65.0_0.csv,725,2.8912417665100098e6
sphere3D_-86.6_21.5_50.7_91.0_0.csv,271,2.028128549911499e6
sphere3D_-89.0_82.8_59.9_18.0_0.csv,851,255098.4920654297
sphere3D_-9.1_-82.5_-5.2_57.0_0.csv,556,1.8378699630775452e6
sphere3D_-9.4_-25.6_-7.3_128.0_0.csv,388,5.279186282993317e6
sphere3D_-9.7_-54.5_-62.6_29.0_0.csv,210,159907.01945638657
sphere3D_-92.1_-25.9_-15.4_41.0_0.csv,504,963815.3922615051
sphere3D_-92.3_31.2_-82.3_111.0_0.csv,812,9.848217259429932e6
sphere3D_-92.6_69.3_-62.0_85.0_0.csv,973,6.605687976593018e6
sphere3D_-93.1_96.1_50.0_64.0_0.csv,892,3.6069103789367676e6
sphere3D_-94.0_-55.7_28.9_127.0_0.csv,526,8.948710650634766e6
sphere3D_-97.4_-93.1_80.4_21.0_0.csv,157,76940.47459793091
sphere3D_-98.2_-0.5_17.2_124.0_0.csv,351,4.783227909820557e6
sphere3D_0.0_76.7_1.6_84.0_0.csv,470,2.923029377353668e6
sphere3D_0.8_86.2_-24.3_33.0_0.csv,163,147993.415558815
sphere3D_1.7_15.3_78.8_31.0_0.csv,909,844914.8391704559
sphere3D_11.0_-18.4_61.3_75.0_0.csv,658,3.6413890950012207e6
sphere3D_12.4_-91.8_77.4_69.0_0.csv,210,942228.2140464783
sphere3D_13.8_-48.3_-66.0_77.0_0.csv,531,2.897544802593231e6
sphere3D_15.7_-16.5_-61.9_121.0_0.csv,384,5.842942286079407e6
sphere3D_19.5_-85.6_-71.8_135.0_0.csv,326,5.882931666946411e6
sphere3D_20.1_86.8_-33.3_77.0_0.csv,642,3.7395229705047607e6
sphere3D_21.1_74.3_67.8_19.0_0.csv,819,281007.4694213867
sphere3D_21.1_95.5_-23.7_126.0_0.csv,501,8.238918127868652e6
sphere3D_21.3_68.4_81.7_87.0_0.csv,749,5.311341648910522e6
sphere3D_22.9_-1.2_4.2_25.0_0.csv,550,346565.2762475312
sphere3D_24.2_-97.7_43.6_123.0_0.csv,270,4.1546548048934937e6
sphere3D_25.5_3.6_5.9_128.0_0.csv,861,1.4235171625e7
sphere3D_25.7_-18.1_99.7_142.0_0.csv,943,1.8491400436340332e7
sphere3D_26.0_-3.4_94.0_98.0_0.csv,207,1.8359974223098755e6
sphere3D_26.5_74.7_-93.7_71.0_0.csv,592,2.872937405899048e6
sphere3D_26.8_-27.7_-74.7_125.0_0.csv,703,1.0781560521621704e7
sphere3D_27.2_2.8_96.7_135.0_0.csv,657,1.3082535223449707e7
sphere3D_29.2_-90.0_-66.6_16.0_0.csv,802,207163.63180541992
sphere3D_3.0_45.9_52.6_107.0_0.csv,568,6.804346683959961e6
sphere3D_3.6_-72.9_1.5_106.0_0.csv,424,4.737374070976257e6
sphere3D_31.7_79.8_-76.9_106.0_0.csv,291,3.5125451630706787e6
sphere3D_34.4_75.6_48.2_116.0_0.csv,473,6.415617652038574e6
sphere3D_36.7_-5.2_67.4_102.0_0.csv,634,6.439236843711853e6
sphere3D_36.9_-43.5_-98.1_143.0_0.csv,730,1.5518871601928711e7
sphere3D_38.2_81.6_-50.1_143.0_0.csv,830,1.6116450377838135e7
sphere3D_38.6_-46.1_56.1_68.0_0.csv,493,2.2943424124450684e6
sphere3D_39.3_-11.3_49.3_99.0_0.csv,297,2.6838268040180206e6
sphere3D_39.4_15.0_-72.7_127.0_0.csv,40,544627.8278627396
sphere3D_4.6_-57.1_86.2_6.0_0.csv,603,22736.387672424316
sphere3D_4.8_-1.5_-32.7_42.0_0.csv,300,511025.3169890642
sphere3D_40.5_7.3_-14.1_13.0_0.csv,962,160079.53583204746
sphere3D_40.8_66.5_65.2_146.0_0.csv,374,6.879477935134888e6
sphere3D_42.1_21.9_52.5_71.0_0.csv,101,435651.5863246918
sphere3D_42.9_4.0_22.0_71.0_0.csv,40,156706.57483702898
sphere3D_45.4_-92.8_-46.0_38.0_0.csv,302,418137.95514678955
sphere3D_47.1_-95.8_64.5_71.0_0.csv,527,2.4619137595596313e6
sphere3D_48.0_-54.3_-37.1_99.0_0.csv,274,2.6776153334846497e6
sphere3D_5.1_-55.0_18.4_109.0_0.csv,601,7.071055306427002e6
sphere3D_50.5_52.3_91.6_78.0_0.csv,542,3.3654762999572754e6
sphere3D_51.0_85.2_17.8_108.0_0.csv,574,5.682895495300293e6
sphere3D_51.5_17.5_62.3_108.0_0.csv,199,2.0290468097419739e6
sphere3D_55.9_-30.0_-87.6_9.0_0.csv,286,22262.97601699829
sphere3D_56.1_-65.2_38.4_19.0_0.csv,358,128127.47880744934
sphere3D_57.0_48.2_-63.1_33.0_0.csv,677,756625.5740356445
sphere3D_57.1_-33.7_48.1_117.0_0.csv,206,2.714894637649536e6
sphere3D_57.6_5.5_-37.3_12.0_0.csv,333,47409.97095441818
sphere3D_59.2_-57.3_1.3_106.0_0.csv,475,5.226782631782532e6
sphere3D_59.4_15.3_6.5_13.0_0.csv,922,147461.17278051376
sphere3D_6.1_-42.2_67.0_9.0_0.csv,85,5606.616213560104
sphere3D_6.2_-67.3_66.7_25.0_0.csv,453,310230.8134326935
sphere3D_6.7_-97.6_44.6_38.0_0.csv,788,1.123329884464264e6
sphere3D_61.7_-90.2_-68.9_109.0_0.csv,584,7.217011640289307e6
sphere3D_61.8_-57.6_77.0_148.0_0.csv,685,1.4854180120727539e7
sphere3D_62.0_-75.1_31.6_20.0_0.csv,827,303800.3338851929
sphere3D_63.6_-50.0_-42.3_136.0_0.csv,394,7.541846363754272e6
sphere3D_64.4_-81.0_17.4_106.0_0.csv,529,5.312933675979614e6
sphere3D_64.4_77.3_35.4_25.0_0.csv,330,225118.1045475006
sphere3D_65.2_92.7_37.4_122.0_0.csv,838,1.2921289547027588e7
sphere3D_65.6_-57.2_83.0_128.0_0.csv,404,6.768966619720459e6
sphere3D_65.6_52.5_-78.2_150.0_0.csv,819,1.9073887113189697e7
sphere3D_66.7_78.7_-1.8_144.0_0.csv,33,509690.58895111084
sphere3D_67.7_-57.7_88.8_105.0_0.csv,743,7.382651050476074e6
sphere3D_67.9_29.4_37.1_66.0_0.csv,96,395597.5886154175
sphere3D_69.3_63.2_44.6_10.0_0.csv,136,13209.794600486755
sphere3D_69.7_-2.2_-21.2_16.0_0.csv,675,167332.18855285645
sphere3D_70.4_-98.9_69.1_87.0_0.csv,966,7.071221380340576e6
sphere3D_70.9_-38.1_-8.2_25.0_0.csv,934,588925.6034069061
sphere3D_73.1_-73.1_-50.8_8.0_0.csv,100,4998.725096702576
sphere3D_73.5_32.4_-51.1_32.0_0.csv,287,298404.2326660156
sphere3D_73.9_-16.4_-67.7_59.0_0.csv,288,1.1377693131752014e6
sphere3D_75.4_-51.0_74.7_59.0_0.csv,188,583211.956615448
sphere3D_75.6_18.6_-8.8_115.0_0.csv,945,1.280217880783081e7
sphere3D_77.1_15.0_43.6_27.0_0.csv,188,160145.75274658203
sphere3D_77.3_99.5_8.3_142.0_0.csv,128,2.753700024772644e6
sphere3D_77.4_35.5_66.5_50.0_0.csv,459,1.1054493197517395e6
sphere3D_78.2_-74.2_89.3_135.0_0.csv,926,1.6353280615722656e7
sphere3D_78.4_75.4_-13.5_13.0_0.csv,145,23769.092394828796
sphere3D_78.7_32.8_22.9_17.0_0.csv,954,266967.9925956726
sphere3D_78.7_95.0_91.0_6.0_0.csv,799,29797.887603759766
sphere3D_78.8_94.8_68.0_84.0_0.csv,90,463686.0867614746
sphere3D_8.4_71.8_-90.1_13.0_0.csv,688,108127.7758178711
sphere3D_81.5_-18.6_92.1_64.0_0.csv,985,3.907007444213867e6
sphere3D_81.7_47.0_-75.5_148.0_0.csv,181,3.90665770602417e6
sphere3D_82.1_24.3_45.2_133.0_0.csv,902,1.629050545928955e7
sphere3D_83.1_95.4_-60.8_115.0_0.csv,722,9.842041817932129e6
sphere3D_84.4_18.1_35.6_123.0_0.csv,638,9.821173727737427e6
sphere3D_85.2_32.2_8.0_101.0_0.csv,132,1.1608606852226257e6
sphere3D_86.9_-24.1_-96.4_41.0_0.csv,68,75774.12861442566
sphere3D_87.6_-19.0_5.6_8.0_0.csv,792,48164.8800201416
sphere3D_89.3_-72.2_25.5_97.0_0.csv,181,1.8013610472984314e6
sphere3D_90.0_91.0_54.2_54.0_0.csv,998,2.802779846801758e6
sphere3D_90.7_59.5_43.7_139.0_0.csv,921,1.830417668991089e7
sphere3D_92.3_-69.6_81.5_130.0_0.csv,721,1.2122227402069092e7
sphere3D_92.4_80.1_84.3_111.0_0.csv,851,1.053645904675293e7
sphere3D_93.6_-89.7_-90.0_58.0_0.csv,996,3.3859249885253906e6
sphere3D_93.8_82.0_-39.2_127.0_0.csv,962,1.5749176372894287e7
sphere3D_95.5_66.4_-60.7_42.0_0.csv,948,1.7914678726501465e6
sphere3D_96.0_-93.5_-36.3_49.0_0.csv,620,1.4513780367584229e6
sphere3D_97.2_65.4_-94.5_27.0_0.csv,609,435989.73194885254
sphere3D_97.8_-91.8_65.0_106.0_0.csv,575,6.3663743576049805e6
sphere3D_98.4_-48.4_23.0_145.0_0.csv,353,8.475379487808228e6
